        MINIMUM-ENERGY:             0.00
        NUM-BINS-USER-SPECTRUM:     500
                    0.007   0.08
                    0.021   0.12
                    0.035   0.2
                    0.049   0.16
                    0.063   0.6
                    0.077   0.8
                    0.091   1.64
                    0.105   2.84
                    0.119   5.04
                    0.133   6.56
                    0.147   11.16
                    0.161   15.88
                    0.175   23.52
                    0.189   30.12
                    0.203   36.84
                    0.217   45.72
                    0.231   53.36
                    0.245   55.6
                    0.259   64.88
                    0.273   68.68
                    0.287   74.32
                    0.301   76.72
                    0.315   84.04
                    0.329   83.12
                    0.343   88.76
                    0.357   88.84
                    0.371   92
                    0.385   95.56
                    0.399   96.24
                    0.413   99.32
                    0.427   100.16
                    0.441   104.12
                    0.455   98.44
                    0.469   100.52
                    0.483   105.12
                    0.497   103.64
                    0.511   125.2
                    0.525   100.64
                    0.539   103.08
                    0.553   102.64
                    0.567   105.44
                    0.581   100.56
                    0.595   102.24
                    0.609   104.32
                    0.623   100.96
                    0.637   101.12
                    0.651   99.6
                    0.665   101.04
                    0.679   103.68
                    0.693   99.04
                    0.707   99.72
                    0.721   98.28
                    0.735   99
                    0.749   99.64
                    0.763   97.84
                    0.777   98.48
                    0.791   97
                    0.805   99.2
                    0.819   95.32
                    0.833   97.6
                    0.847   94.36
                    0.861   102.48
                    0.875   96.36
                    0.889   96.32
                    0.903   93.8
                    0.917   98.2
                    0.931   96.84
                    0.945   95.44
                    0.959   91.64
                    0.973   93.44
                    0.987   88.8
                    1.001   93.52
                    1.015   92.96
                    1.029   89.4
                    1.043   93.4
                    1.057   86.64
                    1.071   92.4
                    1.085   93.44
                    1.099   85.84
                    1.113   88
                    1.127   86.64
                    1.141   86.4
                    1.155   87.56
                    1.169   85.64
                    1.183   84.08
                    1.197   84.64
                    1.211   84.24
                    1.225   85.12
                    1.239   82.56
                    1.253   89
                    1.267   80.72
                    1.281   85.8
                    1.295   78.28
                    1.309   82.24
                    1.323   76.52
                    1.337   83.32
                    1.351   83.76
                    1.365   81.32
                    1.379   78.56
                    1.393   77.48
                    1.407   77.2
                    1.421   79.2
                    1.435   72.84
                    1.449   73.6
                    1.463   72
                    1.477   73.44
                    1.491   74.4
                    1.505   74.92
                    1.519   74.52
                    1.533   72.04
                    1.547   72.52
                    1.561   68.04
                    1.575   72.64
                    1.589   68.88
                    1.603   70.12
                    1.617   72.44
                    1.631   66.56
                    1.645   70.48
                    1.659   70.68
                    1.673   69.12
                    1.687   67.68
                    1.701   68.72
                    1.715   70.84
                    1.729   69.52
                    1.743   65.28
                    1.757   69.76
                    1.771   70.76
                    1.785   64.28
                    1.799   64.88
                    1.813   66.2
                    1.827   64.52
                    1.841   67.12
                    1.855   63.08
                    1.869   60.88
                    1.883   63.4
                    1.897   61.84
                    1.911   65.84
                    1.925   64.08
                    1.939   61.64
                    1.953   61.56
                    1.967   61.64
                    1.981   58.64
                    1.995   58.48
                    2.009   57.84
                    2.023   58.28
                    2.037   58.96
                    2.051   59
                    2.065   52.96
                    2.079   52.96
                    2.093   60.04
                    2.107   57.44
                    2.121   57.28
                    2.135   55.4
                    2.149   57.6
                    2.163   58.2
                    2.177   53.08
                    2.191   52.08
                    2.205   55.24
                    2.219   54.24
                    2.233   55.84
                    2.247   53.4
                    2.261   52.88
                    2.275   51.96
                    2.289   50.72
                    2.303   52.56
                    2.317   49.52
                    2.331   51.12
                    2.345   53.8
                    2.359   48.32
                    2.373   50.4
                    2.387   48.08
                    2.401   48.88
                    2.415   47.52
                    2.429   48.52
                    2.443   46.24
                    2.457   46.92
                    2.471   45.48
                    2.485   47.04
                    2.499   45.16
                    2.513   46.88
                    2.527   45.56
                    2.541   47.04
                    2.555   51.08
                    2.569   46.64
                    2.583   46.72
                    2.597   46.96
                    2.611   45.6
                    2.625   44.96
                    2.639   43.12
                    2.653   42.92
                    2.667   44.8
                    2.681   45.2
                    2.695   44.56
                    2.709   43.56
                    2.723   40.76
                    2.737   44
                    2.751   40.8
                    2.765   40.76
                    2.779   42.08
                    2.793   42
                    2.807   43.64
                    2.821   42.24
                    2.835   41.48
                    2.849   39.84
                    2.863   40.88
                    2.877   44.12
                    2.891   42.16
                    2.905   40.72
                    2.919   41.04
                    2.933   39.6
                    2.947   39.36
                    2.961   40.44
                    2.975   38
                    2.989   43.24
                    3.003   39.72
                    3.017   38.8
                    3.031   36.36
                    3.045   38.64
                    3.059   38.52
                    3.073   35.28
                    3.087   37.76
                    3.101   36.04
                    3.115   37.44
                    3.129   41.12
                    3.143   37
                    3.157   36.8
                    3.171   35.24
                    3.185   36.4
                    3.199   34.4
                    3.213   34.32
                    3.227   33.96
                    3.241   37.04
                    3.255   34.64
                    3.269   34.24
                    3.283   32.04
                    3.297   34.76
                    3.311   36.72
                    3.325   35.56
                    3.339   32.6
                    3.353   34.52
                    3.367   32.48
                    3.381   31.48
                    3.395   30.64
                    3.409   32.24
                    3.423   33.84
                    3.437   32.8
                    3.451   33.8
                    3.465   29.44
                    3.479   34
                    3.493   32.08
                    3.507   32
                    3.521   30.36
                    3.535   31.24
                    3.549   31.68
                    3.563   29.56
                    3.577   31.4
                    3.591   28.92
                    3.605   28.52
                    3.619   33.96
                    3.633   31.12
                    3.647   29.16
                    3.661   26.04
                    3.675   28.56
                    3.689   31.72
                    3.703   30.24
                    3.717   30.24
                    3.731   27.08
                    3.745   26.96
                    3.759   27.4
                    3.773   29
                    3.787   28.04
                    3.801   26.8
                    3.815   25.04
                    3.829   28.08
                    3.843   29.2
                    3.857   25.36
                    3.871   28.36
                    3.885   27.24
                    3.899   26
                    3.913   28.08
                    3.927   24.36
                    3.941   26.56
                    3.955   26.52
                    3.969   25.08
                    3.983   26.64
                    3.997   24.08
                    4.011   24.56
                    4.025   24.28
                    4.039   24.36
                    4.053   21.8
                    4.067   26.96
                    4.081   27.12
                    4.095   24.64
                    4.109   23.76
                    4.123   21.72
                    4.137   23.4
                    4.151   23.04
                    4.165   26.08
                    4.179   25.4
                    4.193   22.36
                    4.207   23.6
                    4.221   23.44
                    4.235   25.16
                    4.249   24.28
                    4.263   21.92
                    4.277   22.8
                    4.291   23.76
                    4.305   24.28
                    4.319   23.92
                    4.333   19.48
                    4.347   21.28
                    4.361   22.28
                    4.375   22.56
                    4.389   20.8
                    4.403   19.88
                    4.417   21.84
                    4.431   21
                    4.445   22.2
                    4.459   21.6
                    4.473   21.08
                    4.487   21.36
                    4.501   19.08
                    4.515   20.32
                    4.529   20.4
                    4.543   17.4
                    4.557   21.68
                    4.571   20.48
                    4.585   21.44
                    4.599   22.36
                    4.613   20.52
                    4.627   19.28
                    4.641   19.32
                    4.655   20.24
                    4.669   19
                    4.683   18.88
                    4.697   20.48
                    4.711   17
                    4.725   17.96
                    4.739   19.6
                    4.753   19
                    4.767   18.4
                    4.781   19.04
                    4.795   22.88
                    4.809   19.92
                    4.823   18.36
                    4.837   17.04
                    4.851   16.72
                    4.865   16.2
                    4.879   17.96
                    4.893   16.64
                    4.907   18.24
                    4.921   16.64
                    4.935   19.44
                    4.949   19.44
                    4.963   15.56
                    4.977   15.8
                    4.991   18.44
                    5.005   17.08
                    5.019   17.52
                    5.033   16.84
                    5.047   15.28
                    5.061   15.16
                    5.075   16.8
                    5.089   18.28
                    5.103   13.8
                    5.117   15.6
                    5.131   15.88
                    5.145   15.36
                    5.159   16.88
                    5.173   16.08
                    5.187   12.96
                    5.201   15.24
                    5.215   14.96
                    5.229   14.96
                    5.243   15.48
                    5.257   13.96
                    5.271   15.52
                    5.285   13.8
                    5.299   14.2
                    5.313   14.44
                    5.327   14.8
                    5.341   14.12
                    5.355   15.8
                    5.369   13.12
                    5.383   15.24
                    5.397   13
                    5.411   12.16
                    5.425   13.88
                    5.439   12.56
                    5.453   13.48
                    5.467   14.16
                    5.481   12.92
                    5.495   14.36
                    5.509   15.32
                    5.523   12.88
                    5.537   14.04
                    5.551   13.04
                    5.565   14.52
                    5.579   13.4
                    5.593   12.68
                    5.607   13
                    5.621   12.96
                    5.635   13.8
                    5.649   10.44
                    5.663   12.08
                    5.677   12.64
                    5.691   13.84
                    5.705   10.96
                    5.719   13.2
                    5.733   11.88
                    5.747   10.96
                    5.761   9.8
                    5.775   11.92
                    5.789   15.76
                    5.803   10.92
                    5.817   10.72
                    5.831   9.48
                    5.845   12.88
                    5.859   11.2
                    5.873   12.32
                    5.887   9.84
                    5.901   10.36
                    5.915   9.88
                    5.929   9.96
                    5.943   10.96
                    5.957   10.28
                    5.971   9.84
                    5.985   11.68
                    5.999   9.88
                    6.013   9.88
                    6.027   10.76
                    6.041   10.24
                    6.055   11.24
                    6.069   10
                    6.083   7.88
                    6.097   9.56
                    6.111   8.72
                    6.125   7.72
                    6.139   9.24
                    6.153   10.16
                    6.167   9.4
                    6.181   9.56
                    6.195   8.48
                    6.209   7.4
                    6.223   9.2
                    6.237   8.64
                    6.251   10.32
                    6.265   8.12
                    6.279   6.52
                    6.293   6.88
                    6.307   9.08
                    6.321   7.36
                    6.335   6.64
                    6.349   8.2
                    6.363   7.16
                    6.377   6.6
                    6.391   6.84
                    6.405   7.32
                    6.419   6.6
                    6.433   7.6
                    6.447   5.6
                    6.461   6.6
                    6.475   6.28
                    6.489   6.96
                    6.503   6.04
                    6.517   7.12
                    6.531   7.88
                    6.545   6.6
                    6.559   6.44
                    6.573   6.12
                    6.587   5.12
                    6.601   6.48
                    6.615   4.68
                    6.629   5.64
                    6.643   3.84
                    6.657   5.12
                    6.671   4.16
                    6.685   5.6
                    6.699   4.6
                    6.713   4.4
                    6.727   4.12
                    6.741   5.44
                    6.755   3.2
                    6.769   4.2
                    6.783   4.24
                    6.797   5.36
                    6.811   3.08
                    6.825   3.2
                    6.839   2.28
                    6.853   2.6
                    6.867   2.88
